// public/problems.csv

全国の武士が、南朝と北朝の2つの朝廷にそれぞれ分かれて戦った約6年にわたる全国的な動乱を何というか。,南北朝の動乱
室町幕府で御家人の統率や京都の警備を行い，長官には有力な守護が任命された機関を何というか。,侍所
室町幕府から任命された守護は、国司の権限を吸収し、国内の武士をまとめていった。このような守護を何というか。,守護大名
武士たち守護大名に対抗するため、神にちかって一致団結して行動することを何というか。,一揆
元がおとろえた中国で、モンゴル民族を北に追い出した漢民族が建てた国を何というか。,明
朝鮮国でつくられた文字を何というか。,ハングル
足利義満が始めた，日本と朝鮮国との貿易を何というか。,日朝貿易
(7)は、日本や中国、東南アジアにも船を送り、産物をやりとりする貿易を行っていた。この貿易を何というか,中継貿易
古くからアイヌ民族が住んでいた現在の北海道は、かつては何と呼ばれていたか,蝦夷地
西陣（京都市）や博多（福岡市）で生産された手工業品の特産物は何か。,絹織物
室町時代に、酒屋と同様に金融業を営んでいた業者を何というか。,土倉
有力な農民を中心に村ごとにまとまった自治組織を何というか。,惣村
農村で用水路の建設や管理、森林の利用や管理などを定めたものを何というか。,村のおきて
室町時代に農民らが、借金の帳消しなどを求めておこした一揆をまとめて何というか。,土一揆
1467年に将軍のあとつぎ問題をめぐって京都でおこり，11年にわたって続いた戦乱を何というか。,応仁の乱
応仁の乱のとき山名氏と対立した，当時管領であった有力な守護大名はだれか,細川勝元（細川氏）
1485年，現在の京都府南部でおこった、武士と農民とが一体となり、守護大名を追いはらって自治を行った一揆を何というか。,山城国一揆
1488年、北陸地方で浄土真宗（一向宗）の信者らが守護大名をたおして、100年近く自治を行った一揆を何というか。,加賀の一向一揆
守護大名の地位をうばって実権をにぎったり、守護大名が成長したりして登場するようになった大名を何というか。,戦国大名
鎌倉時代に栄西が宋からもたらした茶を飲む習慣をもとに室町時代に流行した、茶を楽しむことを何というか,茶の湯
観阿弥・世阿弥親子が，田楽や猿楽をもとに完成させた芸能を何というか。,能
京都と鎌倉にある禅宗の五つの主要寺院を何というか。,五山
足利義満が、京都の別莊に建てた3層の建物を何というか。,金閣
龍安寺の石庭など石や木をたくみに配置した庭園をつくることに力を発揮した人たちを何というか。,河原者
足利義政が、京都の別莊に建てた2層の建物を何というか。,銀閣
中世の西ヨーロッパで影響力をもった，カトリック教会の中心人物を何というか。,ローマ教皇（法王）
ローマ教皇の呼びかけで，聖地エルサレムをイスラム教徒から取りもどすことをめざして遠征したものは何か。,十字軍
14世紀ごろにイタリアの都市でおこった，人間の個性や自由を表現しようとする風潮を何というか。,ルネサンス
16世紀前半に始まった，キリスト教のあり方を改めようとした動きを何というか。,宗教改革
カトリック教会を批判し ドイツで聖書にもとづく信仰の大切さを唱えた人物はだれか。,ルタ一
フランスやスイスで，宗教革命を進めた人物はだれか。,カルバン
宗教革命を支持し，カトリック教会に反対して改革を進めた人々は何と呼ばれたか ,プロテスタント
宗教革命に対して，カトリック教会内部からの立て直しを中心となって進めた組織を何というか。,イエズス会
1498年にアフリカの南端を通ってインドに着く航路を発見した人物はだれか。,バスコ・ダ・ガマ
1492年，大西洋を横断してアメリカ大陸付近の島に着いた人物はだれか。,コロンブス
1522年，世界一周を達成した船隊の隊長だった人物はだれか。,マゼラン
アメリカ大陸に栄えていたアステ力やインカ帝国を征服して，この地域を植民地とした国はどこか。,スペイン
16世紀末にスペインから独立し，東インド会社を設立するなど，勢いを強めた国はどこか,オランダ
1543年に，漂着したポルトガル人によって伝えられ，すぐに戦国大名に広まったものは何か,鉄砲
鉄砲が伝わった，鹿児島県の島を何というか。,種子島
イエズス会の宣教師で，1549年に日本にキリスト教を伝えた人物はだれか。,フランシスコ・ザビエル
九州のキリシ夕ン大名が，ローマ教皇に派遣した4 人の少年使節を何というか。,天正遣欧少年使節
16世紀後半に長崎や平戸（ひらど）などの港で行われた ボルトガル人やスペイン人との貿易を何というか,南蛮貿易
織田信長が東海地方を支配していた今川義元を破った戦いを何というか。,桶狭間の戦い
信長に追放された室町幕府最後の将軍はだれか。,足利義昭
信長が鉄砲を組織的に使い，甲斐の武田氏を破った戦いを何というか。,長篠の戦い
信長が全国統一の拠点として滋賀県に築いた城を何というか。,安土城
信長が商工業を活発にさせるため，市での税を免除し，座の特権を取り上げた政策を何というか。,楽市・楽座
1582年に，家臣の明智光秀に攻められて，信長が自害したのは何という寺か,本能寺
信長の死後，明智光秀をたおし，信長の後継者となった豊臣秀吉が全国統一の拠点として築いた城を何というか,大阪城
豊臣秀吉が1585年に朝廷から任ぜられた役職は何か。,関白
信長や秀吉が全国統一をめざした時代を何というか。 ,安土桃山時代
秀吉が行った，全国の田畑の広さや収穫高を調べ，耕作者を検地帳に記載した政策を何というか。,太閤検地
秀吉が行った，百姓から武器を取り上げた政策を何というか。,刀狩
太閤検地（たいこうけんち）や刀狩りによって，武士と農民の区別がはっきりしたことを何というか。,兵農分離
秀吉が1592年以降，2度にわたって大軍を送った国はどこか。 ,朝鮮
信長や秀吉が活躍したころに栄えた，豪華で壮大な文化を何というか。,桃山文化
「唐獅子図屏風（からじしずびょうぶ）」などの屏風絵やふすま絵をえがいた人物はだれか。,狩野永徳
秀吉に仕え，わび茶を大成させた人物はだれか。,千利休
スペイン人やポルトガル人との貿易によって，ヨーロツバの学問や文化が伝わった。これらに影響を受けて成立した文化を何というか。,南蛮文化
中世ヨーロッパのキリスト教会でビザンツ帝国と結びついた教会を何というか,正教会
中世ヨーロッパで、ロ一マ教皇を中心とした教会を何というか。,カトリック教会
ローマ教皇の呼びかけで、聖地エルサレムをうばいかえすために王や貴族が編成した軍を何というか。,十字軍
14、15世紀ごろ、ヨーロッパでギリシャ、ローマの古代文明を学びなおす学問芸術の動きがおこった。これを何というか。,ルネサンス（文芸復興）
ルネサンス期に「モナリザ」をかいた人物はだれか,レオナルド・ダ・ビンチ
ローマ教皇が大聖堂を改築するための費用を集めるために売り出したものを何というか。,免罪符
スペイン人が先住民を征服、支配したアメリカ大陸はスペインの何となったか。,植民地
ヨーロッパアフリカ、アメリカ大陸の三つの地域間の貿易を何というか。,大西洋の三角貿易
16世紀に日本へ来るようになったポルトガル人やスペイン人のことを何と呼んだか。,南蛮人
領内の港に南蛮船を呼ぶために、キリスト教徒になった戦国大名のことを何というか。,キリシタン大名
大友宗麟らは四人の少年使節をだれのもとに派遣したか。,ロ一マ教皇
織田信長が桶狭間の戦いで破った戦国大名の名を何というか,今川義元
織田信長が鉄砲を有効に使って武田氏を破った、1575年の戦いを何というか。,長篠の戦い
織田信長が本拠地として築いた，壮大な天守閣をもつ城を何というか。,安土城
豊臣秀吉の鉱山開発で、生野銀山、石見銀山のほかに、新潟県で行ったのは何という鉱山か。,佐渡金山
豊臣秀吉が、日本は「神国」であるとして宣教師の国外追放を命じた法令を何というか。,バテレン追放令
豊臣秀吉が、全国の田畑の面積や土地のよしあしを調べ、収穫量を石高であらわすようにした政策を何というか。,太閤検地
豊臣秀吉が、農民や寺社から刀や弓、やり、鉄砲などの武器を取り上げた政策を何というか。,刀狩
16世紀末に、大名や大商人の権力や富を背景に栄えた、豪華で壮大な文化を何というか。,桃山文化
弟子の狩野山楽とともにふすま絵や屏風絵をえがき、代表作といわれる唐獅子図屏風をえがいた画家はだれか。,狩野永徳
琉球から伝わった三線をもとにつくられたもので、浄瑠璃の伴奏に使われた楽器を何というか。,三味線
かぶき踊りを始めた女性の名を何というか。,出雲の阿国
徳川家康が，豊臣氏の政権を守ろうとする石田三成らを破った戦いを何というか。,関ヶ原の戦い
徳川家康が開いた幕府を何というか,江戸幕府
幕府が直接支配した土地を何というか。,幕領
徳川氏の一族である大名を何というか。,親藩
関ヶ原の戦い以前から徳川氏に従っていた大名を何というか。 ,譜代大名
関ヶ原の戦いののちに徳川氏に従った大名を何というか。,外様大名
大名の領地とその支配のしくみを何というか。,藩
幕府と藩（はん）によって全国の土地と民衆を支配した体制を何というか。,幕藩体制
幕府が大名を統制するために定めた決まりを何というか。,武家諸法度
大名を１年ごとに江戸と領地に住まわせた制度を何というか,参勤交代
参勤交代の制度を制定した第３代将軍はだれか。,徳川家光
朝廷を監視するために京都に置かれたものは何か。,京都所司代
江戸時代の身分制度の中で，人々を支配するとされていた身分は何か。,武士
町に住む，商人や職人を何というか。,町人
百姓のうち，自分の土地を持つ百姓を何というか。,本百姓
百姓のうち 自分の土地を持たない百姓を何というか。,水のみ百姓
村を運営した庄屋（しょうや）や組頭（くみがしら）や百姓代（ひゃくしょうだい）などを何というか。,村役人
幕府は（　　）を確実に取るために土地の売買を禁止するなどした。,年貢
百姓に対し年貢（ねんぐ）の納入や犯罪の防止に連帯責任を負わせた制度を何というか。,五人組
徳川家康が発行した，日本船の海外渡航を許可した書状を何というか。,朱印状
朱印状（しゅいんじょう）を持った船による貿易を何というか。,朱印船貿易
朱印船貿易によって，東南アジア各地にできた日本人が住む町を何というか。,日本町
"1637年, 九州地方で起きた，キリシタンを中心とした一揆を何というか。",島原・天草一揆
日本から海外への出入国や外国との貿易が制限された状態を何というか。,鎖国
仏教の信者であることを寺に証明させた制度を何というか。,宗門改
17世紀の中ごろ，明に代わって中国を支配した女真族（じょしんぞく）の国を何というか,清
オランダの商館は長崎のどこに置かれたか。,出島
幕府がオランダに提出させた海外の情報を集めた報告書を何というか。,オランダ風説書
朝鮮との貿易や外交を行った藩はどこか。,対馬藩
朝鮮の釜山（ぷさん）に置かれた日本の商館は何と呼ばれたか。,倭館
朝鮮から将軍の代がわりなどに江戸に送られた使節を何というか。,朝鮮通信使
17世紀のはじめ，琉球王国を征服した藩はどこか。,薩摩藩
アイヌ民族の人々との交易を独占した藩はどこか。,松前藩
蝦夷地（えぞち）で不平等な交易を行う松前藩に対して，アイヌ民族の人々が17世紀後半に起こした戦いの指導者となった人物はだれか。,シャクシャイン
関ヶ原の戦いで石田三成を破った後、征夷大将軍に任命され、江戸幕府を開いた人物はだれか。,徳川家康
江戸幕府で将軍の下に常時置かれ，中心になって政治の運営を行った職を何というか。,老中
キリスト教徒を発見するために、キリストや聖母マリアの像を踏ませることを何というか。,絵踏
幕府は禁教をおし進めるために、寺に仏教の信者であることを証明させた。これを何というか。,宗門改
1639年、貿易船の来航が禁止された国はどこか。,ポルトガル
幕府による禁教、易統統制、外交独占の体制を何というか。,鎖国
1641年に商館を長崎の出島に移された国はどこか。,オランダ
薩摩藩に攻められ服属したが、その後も明や清とも貿易を行った王国を何というか。,琉球（王国）
新田の開発がさかんに行われた結果，18世紀はじめには，耕地面積は豊臣秀吉のころのおよそ何倍となったか。,およそ2倍
土地を深く耕すことができるよう改良され，江戸時代に全国に広まった農具を何というか。,備中ぐわ
簡単に脱穀ができるように改良された農具を何というか。,千歯こき
手工業の発展とともに，麻やわたなど，商品として売ることを目的とする作物がつくられるようになった。このような作物を何というか。,商品作物
現在の千葉県にあり，いわし漁が盛んであった場所はどこか。,九十九里浜
野田や銚子（ちょうし）で大規模に生産された特産物は何か。,しょう油
大阪と江戸を結び，木綿や油，しょう油を運んだ船を何というか。,菱垣廻船
大阪と江戸を結び，酒を運んだ船を何というか。,樽廻船
政治の中心地であり，「将軍のおひざもと」と呼ばれた都市はどこか,江戸
商業の中心地であり，「天下の台所」と呼ばれた都市はどこか。,大阪
各地の藩が，米や特産物の管理・販売のために，大阪に設けたものを何というか,蔵屋敷
江戸、大阪、京都はまとめて何と呼ばれたか。,三都
都市で大商人などがつくった同業者組織を何というか。,株仲間
儒学を奨励した江戸幕府の第5代将軍はだれか。（生類憐みの令を出して民衆を苦しめた）,徳川綱吉
江戸時代に広く学ばれた，身分秩序を大切にする儒学の一派を何というか,朱子学
17世紀末から18世紀のはじめに上方（かみがた）で栄えた町人文化を何というか。,元禄文化
曽根崎心中（そねざきしんじゅう）などの人形浄瑠璃の台本を書いた人物はだれか。,近松門左衛門
"俳諸を芸術にまで高め,「奥の細道」を書いた人物はだれか。",松尾芭蕉
菱川師宣（ひじかわもろのぶ）が始めた，町人の風俗を題材としてえがいた絵画を何というか。,浮世絵
江戸幕府の第8代将軍はだれか。,徳川吉宗
徳川吉宗が行った改革を何というか。,享保の改革
徳川吉宗が，大名に対して参勤交代をゆるめるかわりに，米を幕府におさめさせた制度を何というか,上げ米の制
徳川吉宗が，人々の意見を政治に反映させるために，江戸に設置した投書箱を何というか。,目安箱
徳川吉宗が，裁判の基準とするために制定した法令集を何というか。,公事方御定書
土地を手放すなどして地主から土地を借りて耕作した農民を何というか,小作人
18世紀ごろから行われるようになった，問屋が農民に道具などを貸して製品をつくらせ，安く買い取ったしくみを何というか。,問屋制家内工業
19世紀ごろから行われるようなった，大商人や地主が工場に人を集めて分業で製品をっくらせたしくみを何というか。,工場制手工業
年貢（ねんぐ）の軽減などを求めて，百姓たちが団結して起こした抗議運動を何というか。,百姓一揆
米を買いしめた商人などに対して，都市の貧しい人々が集団で暴動を起こしたことを何というか。,打ちこわし
18世紀後半に老中となり，商人の力を利用して産業政策をおし進めた人物はだれか。,田沼意次
田沼意次が長崎貿易で輸出を奨励した，いりこや、干しあわび，ふかのひれなどの海産物を何というか,俵物
1787年に老中となって改革を行った人物はだれか。,松平定信
松平定信（さだのぶ）の人物が行った改革を何というか。,寛政の改革
1792年に根室に来航したロシアの使節はだれか。,ラクスマン
1804年に長崎に来航したロシアの使節はだれか。,レザノフ
諸藩が独自に発行した紙幣を何というか。,藩札
日本の古典を研究し仏教や儒教の影響を受ける以前の日本の精神を明らかにしようとした学問を何というか。,国学
「古事記伝」を書き，国学を大成させた人物はだれか。,本居宣長
オランダ語を通じて，西洋の技術や文化を研究する学問を何というか。,蘭学
杉田玄白らがヨーロッパの人体解剖書を翻訳、出版したものを何というか,解体新書
全国の海岸線を測量し，正確な日本地図を作成した人物はだれか。,伊能忠敬
19世紀はじめごろ，江戸を中心に栄えた文化を何というか。,化政文化
「東海道中膝栗毛」という、こっけい本を書いた人物はだれか。,十返舍一九
浮世絵の一種で，多色刷りの版画を何というか,錦絵
錦絵で美人画をえがいて人気となった人物はだれか。,喜多川歌麿
葛飾北斎と並ぶ風景画の作者として名を残し，「東海道五十三次」や「名所江戸百景」をえがいた人物はだれか。,歌川（安藤）広重
化政文化（かせいぶんか）において優れた俳句を残したのは，小林一茶ともう一人はだれか,与謝蕪村
諸藩（しょはん）が，武士の子弟を教育するために建てた学校を何というか。,藩校
農民や町人の子弟に「読み・書き・そろばん」などを教えた教育施設を何というか。,寺子屋
日本の沿岸に近づいた外国船に対して，撃退するよう幕府が決めた法令を何というか。,異国船打払令
異国船打払令により，漂流民を引きわたそうとしたアメリカの商船を砲撃した事件を何というか。,モリソン号事件
1839年，異国船打払令を批判した蘭学者を，幕府が処罰したことを何というか。,蛮社の獄
天保のききんに苦しむ人を助けようと，大阪で兵を挙げた陽明学者はだれか。,大塩平八郎
天保の改革を行った人物はだれか。,水野忠邦
現在の山口県にあたり，財政の立て直しを行って藩政改革に成功した藩はどこか。,長州藩
幕府や藩により開発された新しい耕地を何というか。,新田
農具の改良により、脱穀（だっこく）を効率的に行えるようになった。この農具は何か。,千歯こき
染料に使う商品作物としてさかんに栽培されたのは、「あい」ともう1 つは何か。,べにばな
佐渡（新潟県）の鉱山で産出されたものは何か。,金
いわしを原料としてつくられた肥料を何というか。,干鰯
紀伊や土佐などでさかんに漁獲されたのは、くじらともう1 つは何か。,かつお
江戸を中心に整えられた東海道・中山道・甲州道中・日光道中・奥州道中をまとめて何というか。,五街道
東北地方から日本海沿岸を通り、瀬戸内海から大阪へいたる航路を何というか。,西廻り航路
三都のうち、18世紀はじめに人口1万人を数え、国内最大の消費地となった都市はどこか。,江戸
三都のうち、西陣織などの高級な織物を産出した都市はどこか。,京都
大阪の鴻池（こうのいけ）や江戸の三井のように、金と銀との両替や金貸しを行った業者を何というか。,両替商
井原西鶴は，町人や武士のくらしをありのままに小説にえがいた。このような作品は何と呼ばれたか。,浮世草子
大商人や地主が、工場をつくり、人をやとって分業で製品をつくることを何というか。,工場制手工業
1772年に老中となり，商工業者の力をかりて，財政の立て直しをはかった人物はだれか。,田沼意次
田沼意次が奨励した商工業者の同業者組織を何というか。,株仲間
田沼意次が干拓を始めた千葉県の沼はどこか,印旛沼
松平定信が朱子学を学ばせるために、江戸の湯島（ゆしま）につくった学問所を何というか。,昌平坂学問所
もと町奉行所の役人であった大塩平八郎が，貧しい人々を助けようとして乱をおこした都市はどこか。,大阪
老中の水野忠邦が行った幕府政治の改革を何というか。,天保の改革
社会契約説や抵抗権を唱えた啓蒙思想家はだれか。,ロック
三権分立を説いた啓蒙思想家はだれか。,モンテスキュー
人民主権を主張した啓蒙思想家はだれか。,ルソー
国王の専制政治の根拠となった，国王の権限は神にあたえられたものであるという考え方を何というか。,王権神授説
17世紀半ば，議会が国王の専制に反対し，国王を処刑して共和国を建設したィギリスの革命を何というか。,ピューリタン革命
ピューリタン革命の指導者となった人物はだれか。,クロムウェル
1688年，国王と対立した議会が，オランダから新しい国王を迎え，それまでの国王を退位させたイギリスの革命を何というか。,名誉革命
名誉革命で国王は議会の承認がないと，法律をつくることができないことなどを定めたものを何というか。,権利章典
北アメリカを植民地としていた国はどこか。,イギリス
イギリスに対して，北アメリカの植民地の人々が1776年に発表したものは何か。,独立宣言
独立戦争に勝利したアメリカが1787年に制定した，人民主権，連邦制，三権分立を柱とする憲法を何というか。,合衆国憲法
アメリカ合衆国の初代大統領となった人物はだれか。,ワシン卜ン
17世紀後半のフランスで行われていた，絶対的な権力を持つ国王による政治を何というか。,絶対王政
ヨーロッパの政治と文化の中心地としてルイ14世がパリ郊外に築いた宮殿を何というか。,ベルサイユ宮殿
1789年，フランスで人々が立ち上がったできごとを何というか。,フランス革命
フランス革命の際に，圧政の象徴として民衆が攻撃したバリの牢獄を何というか。,バスチーユ牢獄
フランス革命の際に国民議会によって発表された，個人の権利の尊重と人民主権を示したものを何というか,人権宣言
フランス革命の後，皇帝として権力をにぎり，欧米諸国を征服した人物はだれか。,ナポレオン
18世紀中ごろにイギリスの工場の機械に使われ，製品を安く大量に生産できるようになった動力を何というか。,蒸気機関
蒸気機関の使用など技術の向上により，産業や社会のしくみが大きく変わったことを何というか。,産業革命
産業革命が世界で最初に起こり，急速に工業が発展したイギリスは，19世紀には何と呼ばれるようになったか。,世界の工場
産業革命によって広まった，生産手段を所有する資本家が労働者を賃金でやとい，生産するしくみを何というか,資本主義
資本主義の広まりに対して，労働者が職業と生活を守るために結成したものは何か。,労働組合
マルクスらが主張した，生産手段を共有し，平等な社会をめざす考えを何というか。,社会主義
1871年にドイツが統一したときの，プロイセン王国の首相だった人物はだれか。,ビスマルク
自由貿易と奴隸制をめぐる対立からたあアメリカが２つに分裂しておこった戦争を何というか。,南北戦争
南北戦争で北部を率いた大統領で，「人民の，人民による，人民のための政治」を訴えた人物はだれか。,リンカン
イギリスが清（しん）との貿易の赤字を解消するために，清に密輸したものは何か,アヘン
1840年，清がアヘンの輸入を禁止したために起こった，イギリスとの戦争を何というか。,アヘン戦争
アヘン戦争で勝利したイギリスが 清と結んだ条約を何というか。,南京条約
南京条約で，イギリスが手に入れた場所はどこか。,香港
中国で重税に苦しむ農民たちが貧富の差のない社会をつくろうとして起こした乱を何というか。,太平天国の乱
太平天国の乱の中心人物はだれか。,洪秀全
産業革命に成功したイギリスがインドに大量に輸出した製品は何か。,綿製品
1857年東インド会社にやとわれていたインド人兵士らが起こした反乱に多くの人々が加わったできごとを何というか。,インド大反乱
ロシアは 国内の近代化のため 19世紀に（　　　）を開放した。（　　）にあてはまる語句を書け。,農奴
ロシアが地中海沿岸や中央アジア，シベリアなどで南に進出した政策を何というか。,南下政策
1853年に 江戸幕府に開国を要求するためにアメリカから派遣された人物はだれか。,ペリー
ペリーが 開国要求のために来航したのはどこか。,浦賀
1854年に，ペリーと江戸幕府が結んだ条約を何というか。 ,日米和親条約
日米和親条約によって開港されたのは，函館とあと1つはどこか。,下田
1858年に，アメリカから貿易の要求を受けて結ばれた条約を何というか。,日米修好通商条約
日米修好通商条約によって開港された港は，函館・神奈川（横浜)・兵庫(神戸）・長崎とあと1つはどこか。,新潟
日米修好通商条約で日本が認めた，外国人の犯罪をその国の後事が裁判し日本に裁判権がないことを何というか。,領事裁判権
日米修好通商条約で日本に認められなかった輸出入の関税率を自主的に決める権利を何というか。,関税自主権
天皇を尊ぶ思想と外国の勢力を排除しようとする思想が結びついて，幕府に反対した運動を何というか。,尊王攘夷運動
幕府を批判する大名や公家が処罰されたできごとを何というか。,安政の大獄
安政の大獄を行った幕府の大老（たいろう）であった人物はだれか。,井伊直弼
尊王攘夷運動の中心であり，下関（関門)海峡を通る外国船を砲撃した藩はどこか。,長州藩
幕末に薩摩藩で実権をにぎった代表的な人物は，大久保利通（おおくぼとしみち）とあと1人はだれか。,西郷隆盛
1866年に薩摩藩と長州藩が倒幕を進めるために結んだ同盟を何というか。,薩長同盟
薩長同盟のために薩摩藩と長州藩の間を取りもった土佐藩出身の人物はだれか。,坂本龍馬
1867年に，江戸幕府が政権を朝廷に返したことを何というか。,大政奉還
大政奉還を行った江戸幕府の将軍はだれか。,徳川慶喜
大政奉還のあとに出された，天皇を中心とする新政府の成立の宣言を何というか,王政復古の大号令
1868年に鳥羽・伏見で始まった，旧幕府軍と新政府軍の戦いを何というか,戊辰戦争
イギリスでおこった名誉革命の際に制定された、王権と議会の関係を定めた法を何というか。,権利章典
2 度の革命をへて議会政治の確立されたイギリスでとられた、憲法にもとづいて君主が政治を行う政治制度を何というか。,立憲君主制
独立戦争に勝ったアメリカで定められた合衆国憲法は三つの柱からなっている。人民主権、速邦制ともう一つは何か。,三権分立
生産のもとでになる資本を持つ者（資本家）が経営者として、賃金をもらって働く者（労働者）をやとうしくみを何というか。,資本主義
南北戦争の内戦中に「人民の、人民による人民のための政治」をうったえた大統領はだれか。,リンカーン
1840年に始まった戦争で清を破ったイギリスは、領事裁判権などを認めさせる不平等な条約を清におしつけた。この条約を何というか。,南京条約
1851年に清でおこった反乱に乗じて，列強は北京を占領し、市場開放などを認めさせた。この反乱を何というか。,太平天国の乱
ユーラシア大陸の北部にあり、シベリアや沿海州に進出し、19世紀末から急速に成長した国はどこか。,ロシア
日本を太平洋横断航路の中継地にするために、東インド艦隊司令長官のペリーを使節として、開国を求めてきた国はどこか。,アメリカ
日米修好通商条約は不平等な内容で、日本は貿易品にかける税を決める権利をもたなかった。この権利を何というか。,関税自主権
日米修好通商条約のもう一つの不平等な内容で、外国でおこした事件でも、領事が自分の国の法律によって裁判を行う権利を何というか。,領事裁判権
日米修好通商条約により開かれた港で、後に最大の貿易港として発展した港はどこか。,神奈川（横浜）
新たに始まった外国との貿易において、日本の輪出品でもっとも多かったものは何か,生糸
日米修好通商条約後、外国の勢力を排除しようとする考えが高まった。この考えのことを何というか。,攘夷論
幕府の大老が、幕府に反対した大名や武士、公家を処罰し、吉田松除らを処刑した。このできごとを何というか。,安政の大獄
1864年に下関砲台を占領した4 の艦隊は、イギリス・アメリカ・オランダともう1 国はどこか。,フランス
1867年、伊勢神宮などのお札が天から降ってきたといって、人々が踊るさわぎがひろがった。このさわぎを何というか。,ええじゃないか
第15代将軍は幕府にかわる新政権の中で主導権をにぎるために政権を朝廷に返した。この将軍はだれか,徳川慶喜
1868年4 月、新政府軍に明けわたされた、将軍の城を何というか。,江戸城
1868年に天皇が神々にちかう形で出した 新しい政治の方針を何というか。,五箇条の御誓文
1869年に新政府によって行われた，大名の領地と領民を天皇に返させたことを何というか。,版籍奉還
1871年に新政府によって行われた，藩を廃止して県を置いたことを何というか。,廃藩置県
新政府では，公家や薩摩，長州，土佐，肥前（ひぜん）の４藩の出身者たちが実権をにぎった。このような政治をのちに何と呼ぶようになったか。,藩閥政治
新政府による大きな改革と それにともなう社会の変化を何というか,明治維新
新政府が国力をつけ，軍隊を強くすることをめざして行った政策を何というか。,富国強兵
1872年に制定された，小学校から大学までの学校制度を定めたものを何というか。,学制
1873年に発布された，満20歳以上の男子に兵役を義務づける法令を何というか,徴兵令
土地の所有者に，地価の３％を地租（ちそ）として現金でおさめさせた政策を何というか,地租改正
地租改正について，人々の負担は以前と変わらなかったため，全国各地で反対一揆が起こった。このため地租は何％に引き下げられたか。,2.5%
近代化政策の1つとして，西洋風の生活様式を取り入れた風潮を何というか。,文明開化
「学問のすすめ」をあらわして，人間の平等と民主主義を説いた人物はだれか。,福沢諭吉
ルソーの思想を紹介し，「東洋のルソー」と呼ばれた人物はだれか。,中江兆民
欧米の視察や不平等条約の改正を目的として派遣された使節団を何というか。,岩倉使節団
近代的な産業を育てるため，欧米の進んだ機械や技術を取り入れようとした政策を何というか。,殖産興業
殖産興業の1つとして，1872年に群馬県に建てられ，生糸を生産した工場を何というか。,富岡製糸場
富岡製糸場のような国が運営した工場を何というか。,官営模範工場
蝦夷地（えぞち）を北海道と改称した政府が，北海道を開拓するために置いた役所を何というか。,開拓使
1879年，明治政府が琉球藩を廃止し，沖縄県を設置したことを何というか,琉球処分
1871年に日本と清の間で結ばれた条約を何というか。,日清修好条規
朝鮮に対して武力によって国交を認めさせようという主張を何というか。,征韓論
江華島（こうかとう）事件のあと，日本と朝鮮の間で結ばれた条約を何というか,日朝修好条規
1875年に結ばれた，日本とロシアの国境を決めた条約を何というか。,樺太・千島交換条約
1874年に政府に提出された，国会の開設を要求したものを何というか。,民撰議院設立の建白書
民撰議院設立建白書を提出した中心人物はだれか。,板垣退助
1877年に鹿児島で起こった，士族による反乱を何というか。,西南戦争
西南戦争ののち高まった，国民が政治に参加できるよう求める運動を何というか,自由民権運動
1880年に，各地の民権派の団体の代表者によってつくられた同盟を何というか,国会期成同盟
1881年，板垣退助がつくった政党を何というか。,自由党
1882年，大隈重信がつくった政党を何というか。,立憲改進党
憲法について調査するため ヨーロッパに留学した人物はだれか。,伊藤博文
立憲政治開始のために，政府が1885年に定めた制度を何というか。,内閣制度
1889年，天皇から国民にあたえるという形式で発布された憲法を何というか。,大日本帝国憲法
衆議院と貴族院からなっていた当時の国会を何というか。,帝国議会
大日本帝国憲法が発布された翌年に出された忠君愛国（ちゅうくんあいこく）の道徳などを示したものを何というか,教育勅語
年号が明治に改められた年に江戸は改称され、翌年，新しい首都となった。この首都の名称は何か,東京
古い身分制度を廃止して、皇族以外の華族・士族・平民の身分を平等であるとしたことを何というか。,四民平等
えた身分、ひにん身分の呼び名を廃止し、これら差別されていた人々を平民と同じとする布告を何というか。,解放令
土地の所有者と価格（地価）を定め、地価の３％を税（地租）として、所有者に現金でおさめさせるようにしたことを何というか。,地租改正
地租改正のとき土地の所有者には、所有者、面積地価、地租の額を記した書類が交付された。この類を何というか。,地券
欧米の文化が取り入れられたことによって、都市を中心に，伝統的な生活が変化し始めた。この変化を何というか。,文明開化
1873年から、それまでの旧暦（太陰暦）にかわって採用された暦を何というか。,太陽暦
群馬県の富岡製糸場のように、新技術の開発と普及をはかるため、政府によって各地につくられた工場を何というか。,官営模範工場
北海道の開拓の中心になった、農業を兼業していた兵士を何というか。,屯田兵
北海道の開拓によって土地や漁場をうばわれていった先住民を何というか。,アイヌ
琉球の日本への帰属を清が認めなかったため、日本は1874年にある地域へ出兵し、清から賠償金を得た。この地域はどこか。,台湾
日本が朝鮮に開国を求めるために軍艦を派遣し、沿岸を無断で測量したことからおきた武力街突を何事件というか。,江華島事件
1876年に領有を各国に通告し、日本への帰属が決定した島々はどこか。,小笠原諸島
板垣退助が、政府の専制政治を批判して，国民が政治に参加できる道を開くべきだと主張して提出したものは何か。,民撰議院設立の建白書
1889年2月11日，天皇が国民にあたえるという形で発布された憲法を何というか。,大日本帝国憲法
帝国議会は二院制をとっているが、衆議院ともう一つは何か。,貴族院
憲法をもとに議会政治が行われる国家を何というか。,立憲制国家
19世紀から20世紀にかけて，欧米諸国が軍事力を背景に，植民地を求めてアフリカやアジアなどを侵略した動きを何というか。,帝国主義
